('2462', '1', '15,11,12,3,10', '16,28,20,30,24', '39,40,0,35,37', '59,51,56,60,53', '66,68,67,72,64', '2025-03-13 18:05:28', 'Awura'),
('2900', '27', '15,4,11,1,3', '30,28,24,17,25', '39,43,0,44,41', '49,54,52,57,58', '68,73,61,71,62', '2025-04-03 08:44:10', 'Arif'),
('2901', '29', '4,5,15,14,11', '17,27,20,25,21', '42,44,0,39,41', '49,46,48,57,58', '66,64,70,72,69', '2025-04-03 08:44:10', 'Arif'),
('2902', '31', '9,4,8,6,7', '26,27,28,22,21', '38,39,0,33,45', '55,50,56,54,47', '72,73,69,71,64', '2025-04-03 08:44:10', 'Arif'),
('2903', '28', '11,14,8,1,6', '24,25,26,16,17', '38,44,0,39,41', '58,53,47,56,60', '75,67,62,72,61', '2025-04-03 08:44:10', 'Arif'),
('2904', '26', '3,6,15,10,14', '21,19,26,29,16', '34,33,0,45,40', '50,60,56,49,53', '68,73,62,63,70', '2025-04-03 08:44:10', 'Arif'),
('2905', '33', '14,13,11,12,9', '29,24,17,20,19', '41,32,0,34,45', '56,46,54,47,60', '73,66,68,70,63', '2025-04-03 08:44:10', 'Arif'),
('2906', '35', '9,15,4,3,6', '19,16,20,30,22', '32,45,0,35,43', '60,56,49,53,47', '68,73,67,64,63', '2025-04-03 08:44:10', 'Arif'),
('2907', '40', '12,9,13,5,7', '29,28,19,16,21', '37,39,0,40,42', '48,56,60,51,49', '74,75,65,69,63', '2025-04-03 08:44:10', 'Arif'),
('2908', '30', '6,8,9,14,2', '19,20,16,30,24', '45,37,0,32,34', '46,60,55,47,56', '64,70,75,74,68', '2025-04-03 08:44:10', 'Arif'),
('2909', '34', '8,12,15,7,2', '16,25,21,19,22', '40,38,0,39,44', '54,47,58,59,52', '71,72,64,66,67', '2025-04-03 08:44:10', 'Arif'),
('2910', '39', '15,6,1,2,4', '20,28,27,16,19', '45,34,0,42,39', '52,50,51,60,59', '74,68,67,65,70', '2025-04-03 08:44:10', 'Arif'),
('2911', '46', '1,2,6,12,14', '28,24,25,22,16', '45,41,0,36,42', '58,50,55,51,53', '64,69,67,66,70', '2025-04-03 08:44:10', 'Arif'),
('2912', '44', '7,14,11,12,2', '27,17,26,24,30', '39,34,0,35,32', '54,58,59,46,51', '67,66,65,71,63', '2025-04-03 08:44:10', 'Arif'),
('2913', '42', '14,10,4,11,8', '28,25,27,19,20', '36,45,0,39,43', '59,52,50,47,55', '66,72,71,61,62', '2025-04-03 08:44:10', 'Arif'),
('2914', '37', '2,7,9,13,14', '16,24,25,29,23', '43,36,0,41,35', '52,54,53,51,59', '68,77,72,62,69', '2025-04-03 08:44:10', 'Arif'),
('2915', '36', '15,1,12,11,14', '29,24,30,20,27', '43,32,0,40,34', '47,55,57,49,60', '69,71,73,66,62', '2025-04-03 08:44:10', 'Arif'),
('2916', '38', '3,12,2,11,9', '21,28,26,24,27', '35,36,0,43,34', '53,55,49,56,58', '62,72,71,65,69', '2025-04-03 08:44:10', 'Arif'),
('2917', '47', '15,1,7,3,5', '16,21,22,20,29', '41,42,0,35,40', '57,58,56,52,48', '75,61,62,73,74', '2025-04-03 08:44:10', 'Arif'),
('2918', '51', '9,14,7,2,4', '26,16,21,28,24', '45,33,0,44,35', '58,52,57,56,48', '68,69,75,66,71', '2025-04-03 08:44:10', 'Arif'),
('2919', '48', '9,13,11,2,7', '21,23,25,28,24', '41,43,0,36,38', '56,53,54,48,49', '65,61,70,67,72', '2025-04-03 08:44:10', 'Arif'),
('2920', '49', '12,4,11,10,15', '25,27,16,29,30', '32,38,0,36,43', '54,55,53,56,46', '72,71,64,62,65', '2025-04-03 08:44:10', 'Arif'),
('2921', '50', '14,9,4,7,6', '29,27,26,18,17', '37,31,0,34,40', '57,59,52,54,50', '71,63,67,73,64', '2025-04-03 08:44:10', 'Arif'),
('2922', '54', '4,10,1,6,7', '30,26,27,19,21', '41,33,0,42,38', '53,46,58,59,50', '71,67,72,73,70', '2025-04-03 08:44:10', 'Arif'),
('2923', '52', '4,6,10,7,12', '26,30,20,16,18', '40,43,0,42,33', '58,49,60,48,47', '65,72,69,73,74', '2025-04-03 08:44:10', 'Arif'),
('2924', '45', '12,9,10,3,13', '21,30,29,28,17', '37,38,0,35,31', '49,53,54,51,48', '62,72,66,69,61', '2025-04-03 08:44:10', 'Arif'),
('2925', '58', '11,13,7,3,1', '18,30,23,16,29', '45,40,0,44,33', '47,46,55,60,53', '75,63,74,70,69', '2025-04-03 08:44:10', 'Arif'),
('2926', '53', '8,10,11,13,3', '30,20,19,22,21', '45,43,0,36,44', '48,47,46,53,59', '74,64,62,67,71', '2025-04-03 08:44:10', 'Arif'),
('2927', '64', '11,3,4,14,1', '29,22,23,26,25', '41,40,0,39,36', '53,49,56,57,59', '65,70,69,66,62', '2025-04-03 08:44:10', 'Arif'),
('2928', '55', '12,2,14,4,6', '26,16,20,24,19', '45,43,0,40,37', '55,60,48,51,58', '62,75,72,73,70', '2025-04-03 08:44:10', 'Arif'),
('2929', '61', '3,1,11,4,15', '30,24,21,26,20', '40,41,0,35,38', '50,54,49,46,58', '73,72,71,63,62', '2025-04-03 08:44:10', 'Arif'),
('2930', '59', '13,14,10,2,5', '21,26,24,18,19', '42,40,0,34,35', '46,57,52,60,50', '65,68,67,75,73', '2025-04-03 08:44:10', 'Arif'),
('2931', '69', '13,11,4,12,9', '30,19,18,25,17', '39,44,0,33,40', '47,50,48,59,60', '62,69,67,74,65', '2025-04-03 08:44:10', 'Arif'),
('2932', '56', '13,7,1,6,2', '19,20,25,18,21', '35,43,0,36,38', '52,49,50,55,60', '75,62,71,63,73', '2025-04-03 08:44:10', 'Arif'),
('2933', '60', '11,14,8,1,6', '24,25,26,16,17', '38,44,0,39,41', '58,53,47,56,60', '75,67,62,72,61', '2025-04-03 08:44:10', 'Arif'),
('2934', '67', '7,4,8,14,13', '23,21,26,30,16', '38,37,0,31,33', '54,50,49,46,57', '64,70,72,68,75', '2025-04-03 08:44:10', 'Arif'),
('2935', '57', '4,9,15,5,1', '16,20,17,22,18', '40,35,0,34,33', '54,58,57,51,48', '68,65,62,63,66', '2025-04-03 08:44:10', 'Arif'),
('2936', '68', '3,1,2,8,6', '25,21,28,24,16', '34,35,0,31,32', '60,52,59,53,51', '63,61,64,67,69', '2025-04-03 08:44:10', 'Arif'),
('2937', '71', '14,12,8,10,2', '27,26,24,28,20', '36,34,0,43,38', '53,57,49,51,59', '65,61,63,75,67', '2025-04-03 08:44:10', 'Arif'),
('2938', '74', '4,3,12,15,6', '24,25,18,29,17', '34,35,0,45,43', '55,48,60,54,58', '66,71,70,72,67', '2025-04-03 08:44:10', 'Arif'),
('2939', '41', '5,10,3,12,11', '27,26,30,24,16', '35,32,0,40,42', '55,58,50,51,54', '70,72,65,75,74', '2025-04-03 08:44:10', 'Arif'),
('2940', '43', '13,1,14,7,5', '28,17,25,16,20', '45,34,0,36,32', '60,57,59,49,53', '64,73,63,70,62', '2025-04-03 08:44:10', 'Arif'),
('2941', '62', '5,7,12,8,3', '16,27,18,22,28', '39,33,0,34,40', '59,54,56,60,51', '65,64,63,74,71', '2025-04-03 08:44:10', 'Arif'),
('2942', '65', '6,1,10,14,2', '18,28,25,26,19', '33,35,0,44,43', '54,58,46,53,56', '72,71,65,68,73', '2025-04-03 08:44:10', 'Arif'),
('2943', '63', '3,13,15,2,9', '27,20,28,22,26', '32,43,0,38,35', '57,46,55,52,48', '69,65,67,64,63', '2025-04-03 08:44:10', 'Arif'),
('2944', '77', '4,2,7,11,1', '18,27,30,26,19', '33,35,0,38,42', '52,50,60,47,48', '73,66,64,72,65', '2025-04-03 08:44:10', 'Arif'),
('2945', '78', '5,8,1,10,9', '30,16,22,29,20', '44,34,0,36,39', '46,50,48,56,55', '75,65,73,61,62', '2025-04-03 08:44:10', 'Arif'),
('2946', '66', '11,9,13,10,4', '22,16,23,24,26', '34,37,0,42,31', '60,47,48,59,51', '69,61,72,70,68', '2025-04-03 08:44:10', 'Arif'),
('2947', '72', '14,7,4,6,2', '18,17,20,23,25', '31,33,0,43,39', '52,56,60,46,59', '65,61,71,75,73', '2025-04-03 08:44:10', 'Arif'),
('2948', '73', '13,15,7,2,8', '25,24,30,23,26', '44,31,0,42,32', '58,48,50,54,59', '62,67,65,68,69', '2025-04-03 08:44:10', 'Arif'),
('2949', '76', '1,17,14,6,5', '27,19,24,30,26', '44,45,0,42,36', '53,52,51,56,57', '62,74,73,66,69', '2025-04-03 08:44:10', 'Arif'),
('2950', '70', '1,14,9,13,8', '27,20,30,17,21', '37,35,0,43,33', '48,50,60,51,47', '73,63,72,66,64', '2025-04-03 08:44:10', 'Arif'),
('2951', '86', '7,15,2,1,9', '30,23,16,20,19', '35,41,0,42,44', '58,51,50,57,59', '74,63,73,64,66', '2025-04-03 08:44:10', 'Arif'),
('2952', '84', '6,13,15,9,3', '27,21,18,29,25', '34,42,0,38,33', '59,53,57,50,54', '61,71,65,64,62', '2025-04-03 08:44:10', 'Arif'),
('2953', '75', '5,9,15,14,6', '19,24,29,17,25', '40,33,0,45,34', '60,57,49,58,56', '75,66,64,69,73', '2025-04-03 08:44:10', 'Arif'),
('2954', '79', '7,9,12,3,5', '16,26,19,24,23', '43,37,0,36,41', '50,58,48,49,60', '65,72,68,63,61', '2025-04-03 08:44:10', 'Arif'),
('2955', '87', '8,14,13,12,10', '25,17,27,19,30', '45,36,0,32,37', '56,46,58,55,51', '74,70,68,66,72', '2025-04-03 08:44:10', 'Arif'),
('2956', '81', '7,14,4,11,8', '16,25,18,24,19', '38,42,0,33,40', '51,53,55,57,52', '64,74,72,68,67', '2025-04-03 08:44:10', 'Arif'),
('2957', '88', '11,1,4,7,14', '24,22,18,25,23', '42,39,0,31,33', '57,50,52,56,60', '66,63,70,67,75', '2025-04-03 08:44:10', 'Arif'),
('2958', '80', '13,12,15,6,9', '27,16,24,18,26', '33,38,0,40,35', '57,47,60,55,53', '73,63,72,71,61', '2025-04-03 08:44:10', 'Arif'),
('2959', '83', '13,2,8,7,3', '29,16,20,21,19', '36,33,0,41,39', '47,54,57,51,52', '71,74,68,73,69', '2025-04-03 08:44:10', 'Arif'),
('2960', '85', '11,3,8,13,6', '27,21,22,19,23', '42,36,0,39,45', '53,60,57,46,50', '65,69,72,63,67', '2025-04-03 08:44:10', 'Arif'),
('2961', '82', '5,12,14,8,2', '26,28,29,22,19', '38,40,0,34,36', '59,46,50,52,51', '64,62,75,65,61', '2025-04-03 08:44:10', 'Arif'),
('2962', '91', '8,13,9,3,14', '29,16,23,20,22', '40,35,0,38,33', '46,47,53,55,57', '66,62,68,64,75', '2025-04-03 08:44:10', 'Arif'),
('2963', '92', '1,15,11,4,12', '17,16,25,26,27', '43,45,0,31,33', '46,55,48,54,53', '74,62,67,70,75', '2025-04-03 08:44:10', 'Arif'),
('2964', '90', '9,1,12,5,11', '27,28,30,24,26', '43,36,0,35,33', '51,47,56,48,46', '75,62,70,69,74', '2025-04-03 08:44:10', 'Arif'),
('2965', '89', '15,4,6,10,13', '17,21,18,19,24', '37,44,0,38,35', '52,51,54,56,57', '62,75,61,73,70', '2025-04-03 08:44:10', 'Arif'),
('2966', '98', '10,8,9,13,5', '28,26,20,18,19', '42,40,0,41,43', '49,59,51,47,52', '66,75,63,61,64', '2025-04-03 08:44:11', 'Arif'),
('2967', '115', '5,1,2,3,12', '30,22,18,29,17', '38,42,0,33,32', '48,60,50,46,55', '71,62,65,75,66', '2025-04-03 08:44:11', 'Arif'),
('2968', '109', '10,14,2,6,3', '25,29,28,22,18', '37,38,0,35,45', '53,58,56,57,60', '65,69,68,70,67', '2025-04-03 08:44:11', 'Arif'),
('2969', '120', '1,5,6,14,2', '19,26,29,25,24', '41,36,0,42,45', '49,50,60,47,54', '72,69,61,71,65', '2025-04-03 08:44:11', 'Arif'),
('2970', '94', '9,3,13,11,10', '21,24,18,19,17', '37,35,0,36,32', '60,46,47,56,55', '63,70,72,62,66', '2025-04-03 08:44:11', 'Arif'),
('2971', '103', '9,8,4,11,1', '19,23,24,17,26', '35,43,0,32,38', '54,57,58,50,49', '73,61,68,62,75', '2025-04-03 08:44:11', 'Arif'),
('2972', '102', '1,15,3,8,4', '22,25,23,26,28', '39,35,0,44,38', '51,47,50,49,53', '62,75,66,70,67', '2025-04-03 08:44:11', 'Arif'),
('2973', '125', '5,2,1,9,13', '26,18,29,22,17', '33,39,0,44,42', '56,54,58,57,55', '75,62,72,68,67', '2025-04-03 08:44:11', 'Arif'),
('2974', '104', '8,2,13,15,6', '18,30,29,27,17', '39,37,0,31,45', '54,57,56,49,52', '63,75,68,67,61', '2025-04-03 08:44:11', 'Arif'),
('2975', '95', '2,14,5,3,15', '19,28,29,23,27', '33,34,0,35,37', '48,54,57,46,49', '62,63,65,69,66', '2025-04-03 08:44:11', 'Arif'),
('2976', '107', '9,8,1,7,12', '19,26,24,20,27', '40,31,0,39,43', '46,48,59,49,57', '75,67,65,70,73', '2025-04-03 08:44:11', 'Arif'),
('2977', '96', '7,4,11,1,15', '24,20,26,18,28', '36,44,0,42,32', '48,60,54,57,58', '73,75,68,71,64', '2025-04-03 08:44:11', 'Arif'),
('2978', '101', '13,7,10,8,14', '27,22,25,16,23', '33,42,0,43,38', '51,48,54,52,60', '63,61,65,72,74', '2025-04-03 08:44:11', 'Arif'),
('2979', '93', '6,3,14,1,7', '29,30,16,23,26', '42,35,0,44,37', '46,55,47,56,48', '62,66,63,69,64', '2025-04-03 08:44:11', 'Arif'),
('2980', '108', '3,1,4,14,9', '23,27,28,29,30', '40,45,0,35,41', '53,51,46,56,52', '75,68,73,61,74', '2025-04-03 08:44:11', 'Arif'),
('2981', '111', '14,15,10,2,1', '16,21,26,19,25', '32,34,0,45,40', '53,59,55,56,51', '74,65,66,61,64', '2025-04-03 08:44:11', 'Arif'),
('2982', '112', '7,3,12,4,13', '23,27,21,24,17', '45,42,0,41,44', '55,60,57,49,50', '62,71,66,68,75', '2025-04-03 08:44:11', 'Arif'),
('2983', '110', '11,3,10,7,13', '26,28,24,18,30', '39,33,0,45,44', '51,56,58,53,47', '75,67,74,69,64', '2025-04-03 08:44:11', 'Arif'),
('2984', '105', '6,13,9,3,8', '26,19,25,20,27', '44,32,0,40,31', '55,60,49,46,56', '62,61,75,65,71', '2025-04-03 08:44:11', 'Arif'),
('2985', '148', '10,14,1,11,13', '27,16,25,26,28', '35,37,0,41,42', '51,53,48,58,47', '61,72,69,70,68', '2025-04-03 08:44:11', 'Arif'),
('2986', '106', '1,4,7,9,11', '27,17,16,23,21', '40,33,0,36,34', '54,46,48,56,50', '73,68,63,66,74', '2025-04-03 08:44:11', 'Arif'),
('2987', '97', '11,15,9,3,12', '27,24,21,30,29', '39,41,0,43,42', '55,60,56,47,57', '68,67,61,75,71', '2025-04-03 08:44:11', 'Arif'),
('2988', '99', '8,10,6,5,15', '29,19,16,24,26', '33,32,0,41,43', '55,48,60,54,53', '69,61,64,62,67', '2025-04-03 08:44:11', 'Arif'),
('2989', '118', '5,15,10,2,6', '21,20,28,26,27', '35,42,0,31,33', '46,51,47,49,52', '69,70,67,64,65', '2025-04-03 08:44:11', 'Arif'),
('2990', '119', '14,13,3,6,10', '23,25,28,30,16', '40,32,0,44,37', '58,46,50,54,53', '62,65,63,66,74', '2025-04-03 08:44:11', 'Arif'),
('2991', '100', '3,10,14,2,15', '17,30,27,19,18', '36,40,0,41,42', '49,52,58,59,47', '69,62,66,68,64', '2025-04-03 08:44:11', 'Arif'),
('2992', '116', '5,1,7,2,10', '18,27,28,21,24', '45,42,0,43,32', '58,50,54,60,51', '67,65,64,74,71', '2025-04-03 08:44:11', 'Arif'),
('2993', '113', '8,11,9,6,13', '27,26,19,23,22', '44,31,0,41,40', '54,55,57,49,56', '70,64,67,62,72', '2025-04-03 08:44:11', 'Arif'),
('2994', '117', '15,11,12,3,10', '16,28,20,30,24', '39,40,0,35,37', '59,51,56,60,53', '66,68,67,72,64', '2025-04-03 08:44:11', 'Arif'),
('2995', '114', '10,3,13,2,7', '28,27,24,21,25', '32,40,0,41,42', '59,47,57,60,58', '72,63,71,68,65', '2025-04-03 08:44:11', 'Arif'),
('2996', '124', '7,13,9,4,2', '20,19,21,18,27', '32,36,0,38,45', '47,53,57,59,51', '61,67,66,68,69', '2025-04-03 08:44:11', 'Arif'),
('2997', '121', '2,4,9,1,14', '16,23,17,26,20', '43,32,0,34,31', '47,58,51,59,57', '70,73,74,75,72', '2025-04-03 08:44:11', 'Arif'),
('2998', '122', '3,15,14,6,11', '28,18,20,21,30', '42,36,0,45,41', '46,53,55,57,60', '70,64,67,73,62', '2025-04-03 08:44:11', 'Arif'),
('2999', '123', '15,10,3,9,14', '28,19,17,16,24', '39,34,0,45,36', '58,54,59,51,49', '65,68,71,66,64', '2025-04-03 08:44:11', 'Arif'),
('3000', '129', '11,1,4,9,14', '16,26,29,28,23', '45,44,0,31,40', '60,55,47,51,59', '73,69,72,64,68', '2025-04-03 08:44:11', 'Arif'),
('3001', '127', '11,4,2,14,5', '21,28,26,29,24', '44,34,0,41,31', '49,55,47,48,51', '64,62,71,73,63', '2025-04-03 08:44:11', 'Arif'),
('3002', '133', '11,4,14,8,7', '28,26,16,25,22', '35,45,0,33,44', '47,48,54,52,57', '72,73,71,61,68', '2025-04-03 08:44:11', 'Arif'),
('3003', '131', '10,15,9,5,14', '20,28,24,25,23', '32,34,0,37,31', '58,56,50,46,51', '73,61,75,67,65', '2025-04-03 08:44:11', 'Arif'),
('3004', '134', '9,6,7,11,8', '27,20,19,22,17', '39,38,0,35,45', '48,51,55,46,47', '70,63,68,74,69', '2025-04-03 08:44:11', 'Arif'),
('3005', '128', '9,1,6,12,2', '20,26,16,22,18', '35,43,0,41,38', '59,56,58,49,51', '66,72,64,61,69', '2025-04-03 08:44:11', 'Arif'),
('3006', '135', '5,15,11,4,2', '17,18,21,23,25', '43,42,0,39,33', '47,48,56,54,49', '74,63,64,66,65', '2025-04-03 08:44:11', 'Arif'),
('3007', '132', '7,15,1,4,8', '29,27,18,16,21', '42,40,0,38,39', '56,60,51,57,59', '69,64,74,67,68', '2025-04-03 08:44:11', 'Arif'),
('3008', '149', '14,10,7,15,6', '17,28,16,24,29', '34,43,0,41,36', '54,55,58,59,57', '63,70,71,69,64', '2025-04-03 08:44:11', 'Arif'),
('3009', '130', '3,9,5,12,4', '27,24,17,18,25', '31,40,0,38,36', '46,48,55,58,54', '71,67,62,68,73', '2025-04-03 08:44:11', 'Arif'),
('3010', '137', '4,2,7,14,6', '28,19,16,26,18', '37,31,0,39,32', '53,49,56,52,57', '61,62,64,74,67', '2025-04-03 08:44:11', 'Arif'),
('3011', '136', '5,6,12,1,4', '17,20,25,16,26', '38,43,0,45,35', '46,51,56,60,53', '70,75,61,68,74', '2025-04-03 08:44:11', 'Arif'),
('3012', '140', '5,10,9,14,6', '18,21,28,25,20', '31,43,0,40,35', '52,56,59,48,47', '62,66,69,67,71', '2025-04-03 08:44:11', 'Arif'),
('3013', '147', '1,9,7,12,11', '30,24,20,17,18', '45,42,0,36,35', '49,56,52,60,54', '66,69,74,62,63', '2025-04-03 08:44:11', 'Arif'),
('3014', '142', '11,10,15,13,2', '20,25,17,21,23', '43,33,0,42,35', '49,58,50,52,51', '75,74,67,71,64', '2025-04-03 08:44:11', 'Arif'),
('3015', '139', '8,2,14,9,15', '17,24,16,21,18', '42,39,0,31,35', '52,56,60,47,54', '74,63,62,72,70', '2025-04-03 08:44:11', 'Arif'),
('3016', '144', '9,14,11,8,4', '17,24,18,21,27', '35,45,0,36,37', '55,52,48,47,57', '72,68,66,71,70', '2025-04-03 08:44:11', 'Arif'),
('3017', '141', '15,6,13,8,7', '18,19,16,27,29', '44,31,0,35,38', '54,56,60,55,57', '69,64,70,66,72', '2025-04-03 08:44:11', 'Arif'),
('3018', '145', '2,13,15,4,10', '22,21,30,26,29', '41,45,0,39,34', '54,51,47,50,58', '62,70,63,75,64', '2025-04-03 08:44:11', 'Arif'),
('3019', '146', '1,5,2,12,15', '21,28,26,24,17', '32,42,0,34,43', '54,51,60,59,57', '65,63,61,62,72', '2025-04-03 08:44:11', 'Arif'),
('3020', '143', '4,8,9,11,3', '17,29,24,27,22', '31,37,0,34,36', '46,57,59,55,48', '70,65,67,63,73', '2025-04-03 08:44:11', 'Arif'),
('3021', '138', '1,3,10,8,6', '21,29,24,26,19', '34,41,0,35,31', '52,54,57,53,58', '67,69,70,72,64', '2025-04-03 08:44:11', 'Arif'),
('3022', '126', '1,13,6,7,2', '20,18,27,23,29', '34,40,0,37,44', '58,59,52,48,57', '75,69,67,70,73', '2025-04-03 08:44:11', 'Arif'),
('1701', '5', '14,2,11,15,6', '30,29,17,25,20', '31,41,0,38,37', '57,60,54,46,52', '61,62,66,63,74', '2025-01-08 20:36:29', 'Hamme'),
('1702', '2', '11,12,6,13,8', '26,22,18,28,23', '43,39,0,33,40', '59,51,56,52,47', '75,62,65,66,71', '2025-01-08 20:36:29', 'Hamme'),
('1703', '3', '13,5,6,9,10', '17,18,16,27,19', '44,35,0,45,34', '55,50,54,51,57', '75,64,68,70,61', '2025-01-08 20:36:29', 'Hamme'),
('1704', '1', '15,2,7,14,11', '22,27,17,18,24', '37,41,0,36,38', '56,52,57,59,58', '65,68,67,73,63', '2025-01-08 20:36:29', 'Hamme'),
('1705', '4', '6,13,7,3,12', '20,25,23,16,19', '38,43,0,32,31', '51,56,48,47,52', '66,69,74,68,62', '2025-01-08 20:36:29', 'Hamme'),
('1706', '6', '15,10,6,9,7', '18,29,27,25,23', '39,42,0,36,44', '47,48,54,49,57', '73,61,72,63,67', '2025-01-08 20:36:29', 'Hamme'),
('1707', '7', '1,2,3,5,8', '20,21,28,24,16', '37,34,0,41,44', '55,49,56,59,47', '74,66,63,65,67', '2025-01-08 20:36:29', 'Hamme'),
('1708', '11', '5,8,15,14,1', '20,16,26,17,23', '31,33,0,37,36', '51,56,54,55,50', '61,62,71,75,64', '2025-01-08 20:36:29', 'Hamme'),
('1709', '10', '2,6,7,10,1', '20,29,27,21,25', '41,39,0,36,37', '48,46,55,60,49', '75,68,63,61,67', '2025-01-08 20:36:29', 'Hamme'),
('1710', '9', '5,7,1,9,15', '20,28,17,27,26', '35,43,0,32,31', '53,59,56,51,60', '73,74,66,70,69', '2025-01-08 20:36:29', 'Hamme'),
('1711', '8', '5,1,11,14,3', '28,23,18,16,26', '32,33,0,42,36', '60,58,56,49,51', '64,74,72,71,61', '2025-01-08 20:36:29', 'Hamme'),
('1712', '13', '7,15,3,6,5', '27,28,19,18,30', '41,43,0,31,33', '48,60,59,49,46', '70,72,62,64,66', '2025-01-08 20:36:29', 'Hamme'),
('1713', '20', '10,4,15,6,13', '24,20,23,18,16', '40,44,0,39,35', '59,47,50,54,48', '65,75,67,70,68', '2025-01-08 20:36:29', 'Hamme'),
('1714', '12', '15,13,6,7,1', '23,18,28,24,30', '41,31,0,39,33', '60,52,54,49,53', '63,72,67,68,70', '2025-01-08 20:36:29', 'Hamme'),
('1715', '16', '5,12,9,7,6', '20,19,17,29,16', '32,40,0,45,41', '50,55,60,47,49', '61,75,72,66,63', '2025-01-08 20:36:29', 'Hamme'),
('1716', '14', '5,3,11,4,8', '19,28,18,29,26', '37,32,0,36,35', '53,54,57,50,55', '64,65,63,70,67', '2025-01-08 20:36:29', 'Hamme'),
('1717', '17', '7,6,11,9,5', '25,21,16,18,23', '36,40,0,44,35', '49,57,51,52,59', '67,61,66,70,63', '2025-01-08 20:36:29', 'Hamme'),
('1718', '19', '13,4,8,9,10', '29,24,30,21,16', '44,41,0,40,39', '53,48,49,52,55', '73,62,66,68,65', '2025-01-08 20:36:29', 'Hamme'),
('1719', '18', '11,1,15,3,9', '28,27,25,26,23', '39,41,0,43,34', '58,53,49,52,50', '70,68,67,63,75', '2025-01-08 20:36:29', 'Hamme'),
('1720', '24', '9,6,2,12,15', '24,26,29,23,21', '40,39,0,35,45', '54,60,56,48,52', '69,63,74,72,65', '2025-01-08 20:36:29', 'Hamme'),
('1721', '21', '12,14,15,8,11', '17,23,20,30,27', '41,42,0,33,37', '47,55,50,59,57', '71,70,72,73,68', '2025-01-08 20:36:29', 'Hamme'),
('1722', '23', '12,13,2,6,11', '27,24,20,28,23', '39,36,0,42,33', '47,49,55,58,59', '71,65,73,75,69', '2025-01-08 20:36:29', 'Hamme'),
('1723', '25', '13,10,6,1,4', '28,30,18,27,25', '44,43,0,39,34', '58,49,60,52,56', '73,67,63,61,69', '2025-01-08 20:36:29', 'Hamme'),
('1724', '22', '12,7,11,9,8', '18,25,23,19,22', '44,40,0,35,37', '49,56,50,55,51', '64,71,62,69,73', '2025-01-08 20:36:29', 'Hamme'),
('1725', '26', '12,4,11,3,1', '27,29,26,24,21', '41,34,0,33,31', '50,51,46,60,58', '65,69,71,70,63', '2025-01-08 20:36:29', 'Hamme'),
('1726', '30', '3,15,12,13,6', '27,28,16,26,20', '39,33,0,32,41', '56,53,58,54,51', '65,75,62,71,61', '2025-01-08 20:36:29', 'Hamme'),
('1727', '27', '9,13,6,11,5', '26,18,27,16,29', '45,31,0,42,35', '47,51,59,60,46', '74,68,63,69,73', '2025-01-08 20:36:29', 'Hamme'),
('1728', '34', '11,3,15,13,2', '16,17,27,25,24', '33,38,0,36,32', '56,58,50,57,52', '74,73,67,66,65', '2025-01-08 20:36:29', 'Hamme'),
('1729', '31', '5,9,4,3,6', '16,23,26,20,25', '35,42,0,45,44', '49,60,56,50,54', '70,68,73,61,74', '2025-01-08 20:36:29', 'Hamme'),
('1730', '28', '7,13,3,14,6', '25,28,29,16,20', '42,43,0,33,34', '55,46,59,60,50', '74,67,70,68,72', '2025-01-08 20:36:29', 'Hamme'),
('1731', '32', '7,14,8,1,9', '24,16,29,21,17', '44,42,0,34,33', '58,60,46,59,49', '69,72,74,62,75', '2025-01-08 20:36:29', 'Hamme'),
('1732', '29', '4,8,1,7,10', '29,28,17,22,23', '44,37,0,42,35', '50,51,52,57,53', '61,66,68,70,71', '2025-01-08 20:36:29', 'Hamme'),
('1733', '33', '14,7,12,9,13', '26,18,25,20,19', '33,44,0,45,42', '47,55,52,56,51', '69,67,65,73,62', '2025-01-08 20:36:29', 'Hamme'),
('1734', '39', '14,5,7,2,9', '23,28,30,22,19', '45,38,0,32,31', '60,52,59,54,56', '63,72,62,67,70', '2025-01-08 20:36:29', 'Hamme'),
('1735', '40', '1,4,9,3,6', '29,23,30,20,24', '36,33,0,45,42', '52,47,60,55,46', '66,73,63,69,74', '2025-01-08 20:36:29', 'Hamme'),
('1736', '36', '15,3,4,8,13', '20,18,28,24,22', '42,44,0,39,31', '51,47,60,49,56', '70,67,74,73,75', '2025-01-08 20:36:29', 'Hamme'),
('1737', '35', '8,1,11,3,5', '20,23,19,28,27', '35,38,0,43,41', '50,53,51,56,59', '70,73,68,67,63', '2025-01-08 20:36:29', 'Hamme'),
('1738', '38', '10,1,2,6,8', '21,18,19,27,29', '32,41,0,37,35', '49,48,60,53,55', '74,75,62,67,68', '2025-01-08 20:36:29', 'Hamme'),
('1739', '44', '12,8,7,1,5', '19,16,26,17,29', '44,42,0,45,38', '46,48,56,58,54', '61,71,67,64,74', '2025-01-08 20:36:29', 'Hamme'),
('1740', '42', '15,1,4,5,8', '16,22,30,26,25', '45,41,0,44,31', '60,54,56,51,48', '67,70,62,75,71', '2025-01-08 20:36:29', 'Hamme'),
('1741', '37', '12,1,4,8,6', '27,22,24,21,20', '44,37,0,43,41', '55,51,57,53,54', '69,63,64,71,70', '2025-01-08 20:36:29', 'Hamme'),
('1742', '41', '1,6,13,5,3', '23,22,19,28,27', '31,37,0,42,38', '60,50,58,54,47', '69,70,75,64,66', '2025-01-08 20:36:29', 'Hamme'),
